Date,Value
2021-03-20 12:35:00,nan
2021-03-20 12:35:00.250000,nan
2021-03-20 12:35:00.500000,nan
2021-03-20 12:35:00.750000,nan
2021-03-20 12:35:01,nan
2021-03-20 12:35:01.250000,nan
2021-03-20 12:35:01.500000,nan
2021-03-20 12:35:01.750000,nan
2021-03-20 12:35:02,nan
2021-03-20 12:35:02.250000,nan
2021-03-20 12:35:02.500000,nan
2021-03-20 12:35:02.750000,nan
2021-03-20 12:35:03,nan
2021-03-20 12:35:03.250000,nan
2021-03-20 12:35:03.500000,nan
2021-03-20 12:35:03.750000,nan
2021-03-20 12:35:04,nan
2021-03-20 12:35:04.250000,nan
2021-03-20 12:35:04.500000,nan
2021-03-20 12:35:04.750000,nan
2021-03-20 12:35:05,nan
2021-03-20 12:35:05.250000,nan
2021-03-20 12:35:05.500000,nan
2021-03-20 12:35:05.750000,nan
2021-03-20 12:35:06,nan
2021-03-20 12:35:06.250000,nan
2021-03-20 12:35:06.500000,nan
2021-03-20 12:35:06.750000,nan
2021-03-20 12:35:07,nan
2021-03-20 12:35:07.250000,nan
2021-03-20 12:35:07.500000,nan
2021-03-20 12:35:07.750000,nan
2021-03-20 12:35:08,nan
2021-03-20 12:35:08.250000,nan
2021-03-20 12:35:08.500000,nan
2021-03-20 12:35:08.750000,nan
2021-03-20 12:35:09,nan
2021-03-20 12:35:09.250000,nan
2021-03-20 12:35:09.500000,nan
2021-03-20 12:35:09.750000,nan
2021-03-20 12:35:10,nan
2021-03-20 12:35:10.250000,nan
2021-03-20 12:35:10.500000,nan
2021-03-20 12:35:10.750000,nan
2021-03-20 12:35:11,nan
2021-03-20 12:35:11.250000,nan
2021-03-20 12:35:11.500000,nan
2021-03-20 12:35:11.750000,nan
2021-03-20 12:35:12,nan
2021-03-20 12:35:12.250000,nan
2021-03-20 12:35:12.500000,nan
2021-03-20 12:35:12.750000,nan
2021-03-20 12:35:13,nan
2021-03-20 12:35:13.250000,nan
2021-03-20 12:35:13.500000,nan
2021-03-20 12:35:13.750000,nan
2021-03-20 12:35:14,nan
2021-03-20 12:35:14.250000,nan
2021-03-20 12:35:14.500000,nan
2021-03-20 12:35:14.750000,nan
2021-03-20 12:35:15,nan
2021-03-20 12:35:15.250000,nan
2021-03-20 12:35:15.500000,nan
2021-03-20 12:35:15.750000,nan
2021-03-20 12:35:16,nan
2021-03-20 12:35:16.250000,nan
2021-03-20 12:35:16.500000,nan
2021-03-20 12:35:16.750000,nan
2021-03-20 12:35:17,nan
2021-03-20 12:35:17.250000,nan
2021-03-20 12:35:17.500000,nan
2021-03-20 12:35:17.750000,nan
2021-03-20 12:35:18,nan
2021-03-20 12:35:18.250000,nan
2021-03-20 12:35:18.500000,nan
2021-03-20 12:35:18.750000,nan
2021-03-20 12:35:19,nan
2021-03-20 12:35:19.250000,nan
2021-03-20 12:35:19.500000,nan
2021-03-20 12:35:19.750000,nan
2021-03-20 12:35:20,nan
2021-03-20 12:35:20.250000,nan
2021-03-20 12:35:20.500000,nan
2021-03-20 12:35:20.750000,nan
2021-03-20 12:35:21,nan
2021-03-20 12:35:21.250000,nan
2021-03-20 12:35:21.500000,nan
2021-03-20 12:35:21.750000,nan
2021-03-20 12:35:22,nan
2021-03-20 12:35:22.250000,nan
2021-03-20 12:35:22.500000,nan
2021-03-20 12:35:22.750000,nan
2021-03-20 12:35:23,nan
2021-03-20 12:35:23.250000,nan
2021-03-20 12:35:23.500000,nan
2021-03-20 12:35:23.750000,nan
2021-03-20 12:35:24,nan
2021-03-20 12:35:24.250000,nan
2021-03-20 12:35:24.500000,nan
2021-03-20 12:35:24.750000,nan
2021-03-20 12:35:25,nan
2021-03-20 12:35:25.250000,nan
2021-03-20 12:35:25.500000,nan
2021-03-20 12:35:25.750000,nan
2021-03-20 12:35:26,nan
2021-03-20 12:35:26.250000,nan
2021-03-20 12:35:26.500000,nan
2021-03-20 12:35:26.750000,nan
2021-03-20 12:35:27,nan
2021-03-20 12:35:27.250000,nan
2021-03-20 12:35:27.500000,nan
2021-03-20 12:35:27.750000,nan
2021-03-20 12:35:28,nan
2021-03-20 12:35:28.250000,nan
2021-03-20 12:35:28.500000,nan
2021-03-20 12:35:28.750000,nan
2021-03-20 12:35:29,nan
2021-03-20 12:35:29.250000,nan
2021-03-20 12:35:29.500000,nan
2021-03-20 12:35:29.750000,nan
2021-03-20 12:35:30,nan
2021-03-20 12:35:30.250000,nan
2021-03-20 12:35:30.500000,nan
2021-03-20 12:35:30.750000,nan
2021-03-20 12:35:31,nan
2021-03-20 12:35:31.250000,nan
2021-03-20 12:35:31.500000,nan
2021-03-20 12:35:31.750000,nan
2021-03-20 12:35:32,nan
2021-03-20 12:35:32.250000,nan
2021-03-20 12:35:32.500000,nan
2021-03-20 12:35:32.750000,nan
2021-03-20 12:35:33,nan
2021-03-20 12:35:33.250000,nan
2021-03-20 12:35:33.500000,nan
2021-03-20 12:35:33.750000,nan
2021-03-20 12:35:34,nan
2021-03-20 12:35:34.250000,nan
2021-03-20 12:35:34.500000,nan
2021-03-20 12:35:34.750000,nan
2021-03-20 12:35:35,nan
2021-03-20 12:35:35.250000,nan
2021-03-20 12:35:35.500000,nan
2021-03-20 12:35:35.750000,nan
2021-03-20 12:35:36,nan
2021-03-20 12:35:36.250000,nan
2021-03-20 12:35:36.500000,nan
2021-03-20 12:35:36.750000,nan
2021-03-20 12:35:37,nan
2021-03-20 12:35:37.250000,nan
2021-03-20 12:35:37.500000,nan
2021-03-20 12:35:37.750000,nan
2021-03-20 12:35:38,nan
2021-03-20 12:35:38.250000,nan
2021-03-20 12:35:38.500000,nan
2021-03-20 12:35:38.750000,nan
2021-03-20 12:35:39,nan
2021-03-20 12:35:39.250000,nan
2021-03-20 12:35:39.500000,nan
2021-03-20 12:35:39.750000,nan
2021-03-20 12:35:40,nan
2021-03-20 12:35:40.250000,nan
2021-03-20 12:35:40.500000,nan
2021-03-20 12:35:40.750000,nan
2021-03-20 12:35:41,nan
2021-03-20 12:35:41.250000,nan
2021-03-20 12:35:41.500000,nan
2021-03-20 12:35:41.750000,nan
2021-03-20 12:35:42,nan
2021-03-20 12:35:42.250000,nan
2021-03-20 12:35:42.500000,nan
2021-03-20 12:35:42.750000,nan
2021-03-20 12:35:43,nan
2021-03-20 12:35:43.250000,nan
2021-03-20 12:35:43.500000,nan
2021-03-20 12:35:43.750000,nan
2021-03-20 12:35:44,nan
2021-03-20 12:35:44.250000,nan
2021-03-20 12:35:44.500000,nan
2021-03-20 12:35:44.750000,nan
2021-03-20 12:35:45,nan
2021-03-20 12:35:45.250000,nan
2021-03-20 12:35:45.500000,nan
2021-03-20 12:35:45.750000,nan
2021-03-20 12:35:46,nan
2021-03-20 12:35:46.250000,nan
2021-03-20 12:35:46.500000,nan
2021-03-20 12:35:46.750000,nan
2021-03-20 12:35:47,nan
2021-03-20 12:35:47.250000,nan
2021-03-20 12:35:47.500000,nan
2021-03-20 12:35:47.750000,nan
2021-03-20 12:35:48,nan
2021-03-20 12:35:48.250000,nan
2021-03-20 12:35:48.500000,nan
2021-03-20 12:35:48.750000,nan
2021-03-20 12:35:49,nan
2021-03-20 12:35:49.250000,nan
2021-03-20 12:35:49.500000,nan
2021-03-20 12:35:49.750000,nan
2021-03-20 12:35:50,nan
2021-03-20 12:35:50.250000,nan
2021-03-20 12:35:50.500000,nan
2021-03-20 12:35:50.750000,nan
2021-03-20 12:35:51,nan
2021-03-20 12:35:51.250000,nan
2021-03-20 12:35:51.500000,nan
2021-03-20 12:35:51.750000,nan
2021-03-20 12:35:52,nan
2021-03-20 12:35:52.250000,nan
2021-03-20 12:35:52.500000,nan
2021-03-20 12:35:52.750000,nan
2021-03-20 12:35:53,nan
2021-03-20 12:35:53.250000,nan
2021-03-20 12:35:53.500000,nan
2021-03-20 12:35:53.750000,nan
2021-03-20 12:35:54,nan
2021-03-20 12:35:54.250000,nan
2021-03-20 12:35:54.500000,nan
2021-03-20 12:35:54.750000,nan
2021-03-20 12:35:55,nan
2021-03-20 12:35:55.250000,nan
2021-03-20 12:35:55.500000,nan
2021-03-20 12:35:55.750000,nan
2021-03-20 12:35:56,nan
2021-03-20 12:35:56.250000,nan
2021-03-20 12:35:56.500000,nan
2021-03-20 12:35:56.750000,nan
2021-03-20 12:35:57,nan
2021-03-20 12:35:57.250000,nan
2021-03-20 12:35:57.500000,nan
2021-03-20 12:35:57.750000,nan
2021-03-20 12:35:58,nan
2021-03-20 12:35:58.250000,nan
2021-03-20 12:35:58.500000,nan
2021-03-20 12:35:58.750000,nan
2021-03-20 12:35:59,nan
2021-03-20 12:35:59.250000,nan
2021-03-20 12:35:59.500000,nan
2021-03-20 12:35:59.750000,nan
2021-03-20 12:36:00,nan
2021-03-20 12:36:00.250000,nan
2021-03-20 12:36:00.500000,nan
2021-03-20 12:36:00.750000,nan
2021-03-20 12:36:01,nan
2021-03-20 12:36:01.250000,nan
2021-03-20 12:36:01.500000,nan
2021-03-20 12:36:01.750000,nan
2021-03-20 12:36:02,nan
2021-03-20 12:36:02.250000,nan
2021-03-20 12:36:02.500000,nan
2021-03-20 12:36:02.750000,nan
2021-03-20 12:36:03,nan
2021-03-20 12:36:03.250000,nan
2021-03-20 12:36:03.500000,nan
2021-03-20 12:36:03.750000,nan
2021-03-20 12:36:04,nan
2021-03-20 12:36:04.250000,nan
2021-03-20 12:36:04.500000,nan
2021-03-20 12:36:04.750000,nan
2021-03-20 12:36:05,nan
2021-03-20 12:36:05.250000,nan
2021-03-20 12:36:05.500000,nan
2021-03-20 12:36:05.750000,nan
2021-03-20 12:36:06,nan
2021-03-20 12:36:06.250000,nan
2021-03-20 12:36:06.500000,nan
2021-03-20 12:36:06.750000,nan
2021-03-20 12:36:07,nan
2021-03-20 12:36:07.250000,nan
2021-03-20 12:36:07.500000,nan
2021-03-20 12:36:07.750000,nan
2021-03-20 12:36:08,nan
2021-03-20 12:36:08.250000,nan
2021-03-20 12:36:08.500000,nan
2021-03-20 12:36:08.750000,nan
2021-03-20 12:36:09,nan
2021-03-20 12:36:09.250000,nan
2021-03-20 12:36:09.500000,nan
2021-03-20 12:36:09.750000,nan
2021-03-20 12:36:10,nan
2021-03-20 12:36:10.250000,nan
2021-03-20 12:36:10.500000,nan
2021-03-20 12:36:10.750000,nan
2021-03-20 12:36:11,nan
2021-03-20 12:36:11.250000,nan
2021-03-20 12:36:11.500000,nan
2021-03-20 12:36:11.750000,nan
2021-03-20 12:36:12,nan
2021-03-20 12:36:12.250000,nan
2021-03-20 12:36:12.500000,nan
2021-03-20 12:36:12.750000,nan
2021-03-20 12:36:13,nan
2021-03-20 12:36:13.250000,nan
2021-03-20 12:36:13.500000,nan
2021-03-20 12:36:13.750000,nan
2021-03-20 12:36:14,nan
2021-03-20 12:36:14.250000,nan
2021-03-20 12:36:14.500000,nan
2021-03-20 12:36:14.750000,nan
2021-03-20 12:36:15,nan
2021-03-20 12:36:15.250000,nan
2021-03-20 12:36:15.500000,nan
2021-03-20 12:36:15.750000,nan
2021-03-20 12:36:16,nan
2021-03-20 12:36:16.250000,nan
2021-03-20 12:36:16.500000,nan
2021-03-20 12:36:16.750000,nan
2021-03-20 12:36:17,nan
2021-03-20 12:36:17.250000,nan
2021-03-20 12:36:17.500000,nan
2021-03-20 12:36:17.750000,nan
2021-03-20 12:36:18,nan
2021-03-20 12:36:18.250000,nan
2021-03-20 12:36:18.500000,nan
2021-03-20 12:36:18.750000,nan
2021-03-20 12:36:19,nan
2021-03-20 12:36:19.250000,nan
2021-03-20 12:36:19.500000,nan
2021-03-20 12:36:19.750000,nan
2021-03-20 12:36:20,nan
2021-03-20 12:36:20.250000,nan
2021-03-20 12:36:20.500000,nan
2021-03-20 12:36:20.750000,nan
2021-03-20 12:36:21,nan
2021-03-20 12:36:21.250000,nan
2021-03-20 12:36:21.500000,nan
2021-03-20 12:36:21.750000,nan
2021-03-20 12:36:22,nan
2021-03-20 12:36:22.250000,nan
2021-03-20 12:36:22.500000,nan
2021-03-20 12:36:22.750000,nan
2021-03-20 12:36:23,nan
2021-03-20 12:36:23.250000,nan
2021-03-20 12:36:23.500000,nan
2021-03-20 12:36:23.750000,nan
2021-03-20 12:36:24,nan
2021-03-20 12:36:24.250000,nan
2021-03-20 12:36:24.500000,nan
2021-03-20 12:36:24.750000,nan
2021-03-20 12:36:25,nan
2021-03-20 12:36:25.250000,nan
2021-03-20 12:36:25.500000,nan
2021-03-20 12:36:25.750000,nan
2021-03-20 12:36:26,nan
2021-03-20 12:36:26.250000,nan
2021-03-20 12:36:26.500000,nan
2021-03-20 12:36:26.750000,nan
2021-03-20 12:36:27,nan
2021-03-20 12:36:27.250000,nan
2021-03-20 12:36:27.500000,nan
2021-03-20 12:36:27.750000,nan
2021-03-20 12:36:28,nan
2021-03-20 12:36:28.250000,nan
2021-03-20 12:36:28.500000,nan
2021-03-20 12:36:28.750000,nan
2021-03-20 12:36:29,nan
2021-03-20 12:36:29.250000,nan
2021-03-20 12:36:29.500000,nan
2021-03-20 12:36:29.750000,nan
2021-03-20 12:36:30,nan
2021-03-20 12:36:30.250000,nan
2021-03-20 12:36:30.500000,nan
2021-03-20 12:36:30.750000,nan
2021-03-20 12:36:31,nan
2021-03-20 12:36:31.250000,nan
2021-03-20 12:36:31.500000,nan
2021-03-20 12:36:31.750000,nan
2021-03-20 12:36:32,nan
2021-03-20 12:36:32.250000,nan
2021-03-20 12:36:32.500000,nan
2021-03-20 12:36:32.750000,nan
2021-03-20 12:36:33,nan
2021-03-20 12:36:33.250000,nan
2021-03-20 12:36:33.500000,nan
2021-03-20 12:36:33.750000,nan
2021-03-20 12:36:34,nan
2021-03-20 12:36:34.250000,nan
2021-03-20 12:36:34.500000,nan
2021-03-20 12:36:34.750000,nan
2021-03-20 12:36:35,nan
2021-03-20 12:36:35.250000,nan
2021-03-20 12:36:35.500000,nan
2021-03-20 12:36:35.750000,nan
2021-03-20 12:36:36,nan
2021-03-20 12:36:36.250000,nan
2021-03-20 12:36:36.500000,nan
2021-03-20 12:36:36.750000,nan
2021-03-20 12:36:37,nan
2021-03-20 12:36:37.250000,nan
2021-03-20 12:36:37.500000,nan
2021-03-20 12:36:37.750000,nan
2021-03-20 12:36:38,nan
2021-03-20 12:36:38.250000,nan
2021-03-20 12:36:38.500000,nan
2021-03-20 12:36:38.750000,nan
2021-03-20 12:36:39,nan
2021-03-20 12:36:39.250000,nan
2021-03-20 12:36:39.500000,nan
2021-03-20 12:36:39.750000,nan
2021-03-20 12:36:40,nan
2021-03-20 12:36:40.250000,nan
2021-03-20 12:36:40.500000,nan
2021-03-20 12:36:40.750000,nan
2021-03-20 12:36:41,nan
2021-03-20 12:36:41.250000,nan
2021-03-20 12:36:41.500000,nan
2021-03-20 12:36:41.750000,nan
2021-03-20 12:36:42,nan
2021-03-20 12:36:42.250000,nan
2021-03-20 12:36:42.500000,nan
2021-03-20 12:36:42.750000,nan
2021-03-20 12:36:43,nan
2021-03-20 12:36:43.250000,nan
2021-03-20 12:36:43.500000,nan
2021-03-20 12:36:43.750000,nan
2021-03-20 12:36:44,nan
2021-03-20 12:36:44.250000,nan
2021-03-20 12:36:44.500000,nan
2021-03-20 12:36:44.750000,nan
2021-03-20 12:36:45,nan
2021-03-20 12:36:45.250000,nan
2021-03-20 12:36:45.500000,nan
2021-03-20 12:36:45.750000,nan
2021-03-20 12:36:46,nan
2021-03-20 12:36:46.250000,nan
2021-03-20 12:36:46.500000,nan
2021-03-20 12:36:46.750000,nan
2021-03-20 12:36:47,nan
2021-03-20 12:36:47.250000,nan
2021-03-20 12:36:47.500000,nan
2021-03-20 12:36:47.750000,nan
2021-03-20 12:36:48,nan
2021-03-20 12:36:48.250000,nan
2021-03-20 12:36:48.500000,nan
2021-03-20 12:36:48.750000,nan
2021-03-20 12:36:49,nan
2021-03-20 12:36:49.250000,nan
2021-03-20 12:36:49.500000,nan
2021-03-20 12:36:49.750000,nan
2021-03-20 12:36:50,nan
2021-03-20 12:36:50.250000,nan
2021-03-20 12:36:50.500000,nan
2021-03-20 12:36:50.750000,nan
2021-03-20 12:36:51,nan
2021-03-20 12:36:51.250000,nan
2021-03-20 12:36:51.500000,nan
2021-03-20 12:36:51.750000,nan
2021-03-20 12:36:52,nan
2021-03-20 12:36:52.250000,nan
2021-03-20 12:36:52.500000,nan
2021-03-20 12:36:52.750000,nan
2021-03-20 12:36:53,nan
2021-03-20 12:36:53.250000,nan
2021-03-20 12:36:53.500000,nan
2021-03-20 12:36:53.750000,nan
2021-03-20 12:36:54,nan
2021-03-20 12:36:54.250000,nan
2021-03-20 12:36:54.500000,nan
2021-03-20 12:36:54.750000,nan
2021-03-20 12:36:55,nan
2021-03-20 12:36:55.250000,nan
2021-03-20 12:36:55.500000,nan
2021-03-20 12:36:55.750000,nan
2021-03-20 12:36:56,nan
2021-03-20 12:36:56.250000,nan
2021-03-20 12:36:56.500000,nan
2021-03-20 12:36:56.750000,nan
2021-03-20 12:36:57,nan
2021-03-20 12:36:57.250000,nan
2021-03-20 12:36:57.500000,nan
2021-03-20 12:36:57.750000,nan
2021-03-20 12:36:58,nan
2021-03-20 12:36:58.250000,nan
2021-03-20 12:36:58.500000,nan
2021-03-20 12:36:58.750000,nan
2021-03-20 12:36:59,nan
2021-03-20 12:36:59.250000,nan
2021-03-20 12:36:59.500000,nan
2021-03-20 12:36:59.750000,nan
2021-03-20 12:37:00,nan
2021-03-20 12:37:00.250000,nan
2021-03-20 12:37:00.500000,nan
2021-03-20 12:37:00.750000,nan
2021-03-20 12:37:01,nan
2021-03-20 12:37:01.250000,nan
2021-03-20 12:37:01.500000,nan
2021-03-20 12:37:01.750000,nan
2021-03-20 12:37:02,nan
2021-03-20 12:37:02.250000,nan
2021-03-20 12:37:02.500000,nan
2021-03-20 12:37:02.750000,nan
2021-03-20 12:37:03,nan
2021-03-20 12:37:03.250000,nan
2021-03-20 12:37:03.500000,nan
2021-03-20 12:37:03.750000,nan
2021-03-20 12:37:04,nan
2021-03-20 12:37:04.250000,nan
2021-03-20 12:37:04.500000,nan
2021-03-20 12:37:04.750000,nan
2021-03-20 12:37:05,nan
2021-03-20 12:37:05.250000,nan
2021-03-20 12:37:05.500000,nan
2021-03-20 12:37:05.750000,nan
2021-03-20 12:37:06,nan
2021-03-20 12:37:06.250000,nan
2021-03-20 12:37:06.500000,nan
2021-03-20 12:37:06.750000,nan
2021-03-20 12:37:07,nan
2021-03-20 12:37:07.250000,nan
2021-03-20 12:37:07.500000,nan
2021-03-20 12:37:07.750000,nan
2021-03-20 12:37:08,nan
2021-03-20 12:37:08.250000,nan
2021-03-20 12:37:08.500000,nan
2021-03-20 12:37:08.750000,nan
2021-03-20 12:37:09,nan
2021-03-20 12:37:09.250000,nan
2021-03-20 12:37:09.500000,nan
2021-03-20 12:37:09.750000,nan
2021-03-20 12:37:10,nan
2021-03-20 12:37:10.250000,nan
2021-03-20 12:37:10.500000,nan
2021-03-20 12:37:10.750000,nan
2021-03-20 12:37:11,nan
2021-03-20 12:37:11.250000,nan
2021-03-20 12:37:11.500000,nan
2021-03-20 12:37:11.750000,nan
2021-03-20 12:37:12,nan
2021-03-20 12:37:12.250000,nan
2021-03-20 12:37:12.500000,nan
2021-03-20 12:37:12.750000,nan
2021-03-20 12:37:13,nan
2021-03-20 12:37:13.250000,nan
2021-03-20 12:37:13.500000,nan
2021-03-20 12:37:13.750000,nan
2021-03-20 12:37:14,nan
2021-03-20 12:37:14.250000,nan
2021-03-20 12:37:14.500000,nan
2021-03-20 12:37:14.750000,nan
2021-03-20 12:37:15,nan
2021-03-20 12:37:15.250000,nan
2021-03-20 12:37:15.500000,nan
2021-03-20 12:37:15.750000,nan
2021-03-20 12:37:16,nan
2021-03-20 12:37:16.250000,nan
2021-03-20 12:37:16.500000,nan
2021-03-20 12:37:16.750000,nan
2021-03-20 12:37:17,nan
2021-03-20 12:37:17.250000,nan
2021-03-20 12:37:17.500000,nan
2021-03-20 12:37:17.750000,nan
2021-03-20 12:37:18,nan
2021-03-20 12:37:18.250000,nan
2021-03-20 12:37:18.500000,nan
2021-03-20 12:37:18.750000,nan
2021-03-20 12:37:19,nan
2021-03-20 12:37:19.250000,nan
2021-03-20 12:37:19.500000,nan
2021-03-20 12:37:19.750000,nan
2021-03-20 12:37:20,nan
2021-03-20 12:37:20.250000,nan
2021-03-20 12:37:20.500000,nan
2021-03-20 12:37:20.750000,nan
2021-03-20 12:37:21,nan
2021-03-20 12:37:21.250000,nan
2021-03-20 12:37:21.500000,nan
2021-03-20 12:37:21.750000,nan
2021-03-20 12:37:22,nan
2021-03-20 12:37:22.250000,nan
2021-03-20 12:37:22.500000,nan
2021-03-20 12:37:22.750000,nan
2021-03-20 12:37:23,nan
2021-03-20 12:37:23.250000,nan
2021-03-20 12:37:23.500000,nan
2021-03-20 12:37:23.750000,nan
2021-03-20 12:37:24,nan
2021-03-20 12:37:24.250000,nan
2021-03-20 12:37:24.500000,nan
2021-03-20 12:37:24.750000,nan
2021-03-20 12:37:25,nan
2021-03-20 12:37:25.250000,nan
2021-03-20 12:37:25.500000,nan
2021-03-20 12:37:25.750000,nan
2021-03-20 12:37:26,nan
2021-03-20 12:37:26.250000,nan
2021-03-20 12:37:26.500000,nan
2021-03-20 12:37:26.750000,nan
2021-03-20 12:37:27,nan
2021-03-20 12:37:27.250000,nan
2021-03-20 12:37:27.500000,nan
2021-03-20 12:37:27.750000,nan
2021-03-20 12:37:28,nan
2021-03-20 12:37:28.250000,nan
2021-03-20 12:37:28.500000,nan
2021-03-20 12:37:28.750000,nan
2021-03-20 12:37:29,nan
2021-03-20 12:37:29.250000,nan
2021-03-20 12:37:29.500000,nan
